30.28561188634055,-97.73949959625651,1.95
30.28505464034026,-97.73960952681604,3.5
30.28531520751223,-97.73990643398284,2.6
30.28588163104939,-97.74023978467596,3.4
30.2863093234991,-97.74020724210274,3.4
30.28649358761336,-97.74048178328818,2.6
30.28612049041442,-97.74038243860171,2.6
30.28547960627436,-97.74047966349502,2.6
30.28540623302753,-97.74036352265968,3.4
30.28489571357899,-97.73990630622399,3.4
30.28493604391586,-97.74041934129468,1.95
30.28467895670735,-97.74058935780246,2.5
30.28440998503533,-97.74066153885255,3.4
30.28433526944667,-97.74086362191615,1.95
30.28435645645334,-97.74105610502519,2.5
30.28445199397559,-97.74128679556317,2.6
30.28433818379995,-97.74141849970629,2.6
30.28417259668964,-97.74119556706562,1.5
30.28428072304971,-97.74086133042702,2.6
30.28474836301034,-97.74066708274401,2.5
30.28479283625229,-97.74119800983023,2.5
30.28488240195619,-97.741775722337,3.5
30.28489397840011,-97.74197577142832,1.95
30.28481976581465,-97.74209331525502,2.6
30.28478338901661,-97.7422647257216,2.6
30.28464393724137,-97.74208984291718,2.5
30.28434922600414,-97.74198836037479,3.5
30.28392549739438,-97.74204476573743,1.5
30.28327170642967,-97.7420772742791,1.95
30.28273460588489,-97.74215266895578,1.95
30.28256443840547,-97.7419082427197,3.5
30.28249894944295,-97.74099422097218,1.5
30.28243061895394,-97.73996951904903,3.4
30.28135045047861,-97.74005567317651,2.6
30.28115456812945,-97.73936152958227,1.95
30.28093842882657,-97.73865994918407,2.6
30.28075780035038,-97.7381807478952,2.5
30.28091114777724,-97.73788469119275,3.4
30.28116018243633,-97.73758552850866,2.5
30.28097150975445,-97.73723773871052,2.5
30.28081584544514,-97.73746344056588,3.4
30.28088289687067,-97.73762212801,1.95
30.28084043630945,-97.73789851204154,1.95
30.28046368574839,-97.73795551072473,2.6
30.27945904787394,-97.73839719313867,2.6
30.27791577915686,-97.739021222711,1.5
30.27706097573379,-97.73930837980853,3.4
30.2766653024386,-97.73811982603154,3.4
30.27642924809901,-97.7371991048654,2.5
30.27605347508519,-97.73731416422484,3.4
30.27545322067994,-97.73756866368221,1.5
30.27520960681483,-97.73765030157379,3.4
30.27513555464931,-97.73736882339044,3.4
30.2749422657675,-97.7365399134883,1.5
30.27482260973207,-97.73601737501807,1.95
30.2747754416242,-97.73551379488151,2.5
30.27460453110207,-97.73495611090655,2.6
30.2744373137741,-97.73435012845893,1.5
30.27467869302067,-97.73397333338716,1.95
30.27469061122255,-97.73340675201885,3.4
30.27430629306637,-97.73326845612158,3.4
30.2741010023532,-97.73361549448296,2.5
30.27403479498644,-97.73436207030983,1.95
30.27379224301848,-97.73484165318735,2.6
30.2729841718805,-97.73473853088889,2.6
30.27241723052941,-97.73482556996549,3.4
30.27251805518533,-97.7351681471697,2.6
30.27301151867182,-97.73702074015111,3.5
30.27186217144468,-97.73745186471429,3.4
30.27092360872914,-97.73777013603805,2.5
30.27065764301081,-97.73785253422591,1.5
30.27034087573881,-97.73759119541285,3.5
30.27010914048593,-97.73757891824509,3.5
30.26995503239466,-97.73812573578016,3.4
30.26971481205795,-97.73820396438893,1.5
30.26904525854385,-97.73845908343589,3.4
30.26928296899311,-97.73947458644661,1.95
30.26949780348993,-97.74020811732075,3.4
30.26982593354029,-97.74019435980776,1.95
30.26985077999254,-97.74038273958711,1.5
30.26969268915289,-97.74010158998485,3.5
30.26969642905297,-97.74039012507092,2.5
30.26960964825973,-97.74055329075506,2.6
30.26945695831299,-97.74073456733527,1.5
30.26951082439241,-97.74093700476257,2.5
30.26976907254628,-97.74195279310091,1.95
30.26999765456641,-97.74190847154826,1.5
30.27010477581156,-97.74227507560478,2.5
30.27077755712884,-97.74198646283197,3.4
30.27168787309583,-97.74159018464179,3.5
30.27194044580388,-97.74152327998823,2.5
30.27263193503053,-97.74125690830057,2.5
30.27284811014904,-97.74109745010443,2.5
30.27416388832111,-97.7405603982387,2.5
30.27465949635629,-97.74035723122445,1.5
30.27498912295065,-97.74025197097494,1.95
30.27536197027836,-97.73992316852866,1.5
30.27623422616179,-97.73958751579191,3.4
30.27684322939565,-97.73984493130519,3.4
30.27773466500656,-97.73938588148207,1.95
30.27870682222772,-97.73902982394772,3.5
30.27946873655121,-97.73884598280664,1.5
30.2797243827674,-97.73963463806673,3.4
30.28010010130081,-97.73965697683576,1.5
30.28081404932261,-97.73941654238234,3.5
30.28109534805394,-97.73915648272094,3.4
30.28102804552021,-97.73848726983606,2.5
30.28140962624304,-97.73845165625671,3.5
30.28196358804461,-97.73820675816432,3.4
30.28250113485532,-97.73763615549585,3.5
30.28302443325864,-97.73765122161561,1.95
30.28308491628597,-97.73790830860092,1.5
30.28286987323601,-97.73805622180986,3.4
30.28274002704631,-97.73839897490556,1.95
30.28246040968718,-97.73809850356659,1.95
30.28271805306599,-97.73781754369183,2.5
30.28297283142156,-97.7381364000349,1.95
30.28320343594453,-97.73797573839012,1.5
30.283619853521,-97.73760923428213,3.5
30.28463049690995,-97.73747222357555,1.5
30.28483562719761,-97.73745041727264,1.95
30.28488458885651,-97.73762376467765,1.95
30.28513635050825,-97.73758348805251,3.5
30.28532623072641,-97.7375856935553,2.5
30.28530962966288,-97.7377635277946,3.4
30.28538100523036,-97.73820647891557,2.5
30.28549363436373,-97.73846659632025,2.6
30.28544312690927,-97.73872743409015,2.6
30.28553996328615,-97.73898582450838,2.6
30.28560888594302,-97.7393265671287,1.95
